,attr_1,attr_2,attr_3,age,subject_line_length,last_open_day,last_login_day,last_checkout_day,open_count_last_10_days,open_count_last_30_days,open_count_last_60_days,login_count_last_10_days,login_count_last_30_days,login_count_last_60_days,checkout_count_last_10_days,checkout_count_last_30_days,checkout_count_last_60_days,weekday,domain_@163.com,domain_@gmail.com,domain_@hotmail.com,domain_@icloud.com,domain_@live.com,domain_@outlook.com,domain_@qq.com,domain_@rocketmail.com,domain_@yahoo.com,domain_@ymail.com,domain_other,country_code_1,country_code_2,country_code_3,country_code_4,country_code_5,country_code_6,country_code_7
open_count_last_60_days,-0.023184385870631513,0.042527844749945636,-0.04187203593185959,0.0925841279891964,-0.02940125195927698,-0.25465465672293097,-0.012378406613648881,-0.041945771135380235,0.8303760833652749,0.9491368539706848,1.0,0.032366815196706505,0.03485736522061511,0.04448222947769383,0.030416783099283442,0.023131962460432025,0.022496664037519185,0.04305643497451506,0.013674288050904924,-0.07210531941973239,0.04834558416634464,0.05722069162625795,0.026425074209067617,0.021229459584435364,0.004769964794885254,0.013583611991076806,0.008380414524409739,-0.01706633107637368,0.04049166428172682,-0.17419142056545067,0.2055444781983047,0.06430177339691387,-0.033540726825119264,-0.08689112651258935,0.103417343615804,-0.04265041932463389
login_count_last_10_days,0.016490109299311145,0.017456251940154852,0.04472993639380892,0.04579403356614862,-0.0007124558010321829,-0.04935284979172603,-0.15257539270486392,-0.20173958348285176,0.04280473333736475,0.028548187008096793,0.032366815196706505,1.0,0.9373728171504533,0.8891931340842096,0.3592733345761684,0.3402222934004666,0.3299142215677685,0.01441786027820013,0.011465797383450747,-0.025658726970744557,0.010462490673745715,-0.030042156746852726,-0.008740327044380864,0.002476573659990795,0.03788371286760629,-0.0009502230398932057,0.03468921714784183,0.005611593236084526,-0.00011941660432764199,0.12303194027301725,-0.055188416658937256,-0.08661747688582956,0.02550995658821039,0.009427047407976449,-0.036098758492022424,-0.04921904604065667
login_count_last_30_days,0.017783646166757074,0.014321424001978838,0.04830829823911495,0.05162067941580686,-0.0038608946798196265,-0.06154250664591048,-0.15969715683752608,-0.21801189416217392,0.03857937555082097,0.031990033814221275,0.03485736522061511,0.9373728171504533,1.0,0.9639979032151397,0.32225735209295725,0.36362945464705104,0.36346802619140944,0.011988546125811725,0.016110871835584954,-0.0254993998352281,0.011063533618435213,-0.029823928169959466,-0.007293996382245632,0.0036847208781957876,0.03971224580417605,0.0014152502670273656,0.03131428075504225,0.01217036014754078,-0.0008049970839085969,0.133444679932722,-0.05952983061314016,-0.09671823521417731,0.03328727879187942,0.010481996940647909,-0.042711070786438564,-0.05577246271276887
login_count_last_60_days,0.01801141655027831,0.014377790835607439,0.05138384043509949,0.05287892052392269,-0.006824749667040465,-0.08187615154417584,-0.16045160842875447,-0.22877509020025247,0.036735903942364465,0.03395900202719944,0.04448222947769383,0.8891931340842096,0.9639979032151397,1.0,0.3059256399039925,0.3476904317268286,0.38180691061202965,0.009805694447289943,0.021678992757482154,-0.027171114358283458,0.014612385759568322,-0.030259597812553853,-0.010230494285638929,0.005675491514031268,0.033886638947432275,0.00364503892584154,0.029939037069000442,0.013417524893563633,0.00038272315455367017,0.1389882748668493,-0.06572675610745593,-0.10195257950911407,0.03659577742553674,0.014097317021600678,-0.04466816651573706,-0.05556900586015628
checkout_count_last_10_days,0.007887590702419775,0.013482102618609638,-0.00924276144428774,0.03519042563106399,0.014560154801473857,-0.023456774029824823,-0.07465111232511308,-0.12702956940505833,0.03286206153203346,0.02880412564348959,0.030416783099283442,0.3592733345761684,0.32225735209295725,0.3059256399039925,1.0,0.8778905777311606,0.7783481353571862,0.014984733065032238,-0.0067443116971982,-0.028327201401901814,0.010395898925608984,-0.012437444658795697,-0.0008319677791684114,-0.004979758197274853,-0.0077216730023198085,-0.004524444200494056,0.04139083237743484,0.00263941818792205,-0.004503021819304815,0.030711680570188006,-0.025886193524077648,-0.02891942880273565,0.015793791984827023,-0.0017528621540221514,-0.011235408392296082,0.02271955145399893
checkout_count_last_30_days,0.008817595485568647,0.010401542937780768,-0.012407275586206103,0.03564042017712148,0.017894234689595105,-0.0223987621387342,-0.08072912673457064,-0.13996658505891105,0.021236790846658846,0.022244955273954443,0.023131962460432025,0.3402222934004666,0.36362945464705104,0.3476904317268286,0.8778905777311606,1.0,0.9302685237986872,0.024105276860676202,-0.00620894209274573,-0.03342024843443751,0.0058663259555163105,-0.014133462896141265,-0.002255432270381273,-0.004158914134632978,-0.009087206548832636,-0.0028502184893146394,0.04699374950843349,0.0022878593503615403,0.007890821771990525,0.03881547351023674,-0.034148177799239336,-0.03906176248470104,0.023636070959872548,-0.0012523974568202393,-0.014041039543631163,0.028560113678352077
checkout_count_last_60_days,0.009422958048393508,0.0108324411697977,-0.011060926673949938,0.0377289788767533,0.020800535149317866,-0.030380045004738624,-0.08496600786347254,-0.1482656985965421,0.014418485933676659,0.017198991721211795,0.022496664037519185,0.3299142215677685,0.36346802619140944,0.38180691061202965,0.7783481353571862,0.9302685237986872,1.0,0.024119018687824,-0.007107987050538723,-0.03775345673855545,0.007765432569002621,-0.012303456523451271,-0.004621475068151729,-0.004415040493985289,-0.009854198499487009,0.00040699530115697073,0.04540452287146297,0.003828276676427712,0.01833344046994221,0.05012932426268677,-0.041638799028703925,-0.04874717653518674,0.023529104821266706,-9.650346481856643e-06,-0.015939482360180342,0.03602160959514679
weekday,0.004163002434310452,0.04136061028016392,-0.007266289728491919,-0.010289935374904973,-0.046486120425519854,-0.03880787529399282,0.005618982385334226,0.014492396834577254,0.05673807949516123,0.04982395842029526,0.04305643497451506,0.01441786027820013,0.011988546125811725,0.009805694447289943,0.014984733065032238,0.024105276860676202,0.024119018687824,1.0,-0.016272547559625088,0.011774742430494922,0.005349573986078794,-0.004410284772894442,0.0025958618946095684,0.0014356346065620043,-0.006429715913166289,-0.005107014067266032,-0.012979163510011016,0.012857633624084795,-0.01542663176133981,0.02023454212125623,-0.01595552348365832,0.006597237754036659,0.02953329508967453,-0.12229128117791856,0.06481742568308695,0.04530009509135423
domain_@163.com,0.0004947541125261385,0.001314003750139331,0.03860990035251362,0.01939129380645076,-0.011034324916338899,-0.0019942478529214034,-0.0036486195712831376,0.04967708597774829,0.009895984326451314,0.009418409636511665,0.013674288050904924,0.011465797383450747,0.016110871835584954,0.021678992757482154,-0.0067443116971982,-0.00620894209274573,-0.007107987050538723,-0.016272547559625088,1.0,-0.04891210060152225,-0.005354759477531667,-0.0021959269960875236,-0.001280308603154222,-0.0012425229081604173,-0.0005894957892572806,-0.0007110740688045128,-0.006179896467531551,-0.0012552428805638924,-0.003058605541511097,-0.015899358921486424,0.03035250048307755,-0.00977953626011763,-0.008492479581313115,0.0006850032426427852,0.01184283557791473,-0.003933431947609978
domain_@gmail.com,0.014977428326065542,0.05040711210144617,-0.003249580749378571,-0.1724643034316215,0.07263395731209314,0.011991019680451407,0.003901920318324337,0.025859940062630912,-0.07145706046200202,-0.07673526772012391,-0.07210531941973239,-0.025658726970744557,-0.0254993998352281,-0.027171114358283458,-0.028327201401901814,-0.03342024843443751,-0.03775345673855545,0.011774742430494922,-0.04891210060152225,1.0,-0.5381342233124724,-0.2206828286961646,-0.12866644685908973,-0.1248691193203651,-0.059242223675782024,-0.07146040701526575,-0.6210575469644307,-0.12614743116574306,-0.3073789447326748,0.13378343758871503,0.0200066461330277,0.12450105128069025,-0.18951307622817992,-0.0537806847409571,-0.13197671305232023,-0.08382822604071398
domain_@hotmail.com,0.005443318050142165,-0.09877915950525552,0.0031129172560254914,0.14672314545847143,-0.06400296568640404,-0.014371984696192408,-0.0036941203314196707,-0.026416824904140157,0.04455230726933998,0.0521203259823062,0.04834558416634464,0.010462490673745715,0.011063533618435213,0.014612385759568322,0.010395898925608984,0.0058663259555163105,0.007765432569002621,0.005349573986078794,-0.005354759477531667,-0.5381342233124724,1.0,-0.024159736628745855,-0.014086041435265543,-0.013670320675403896,-0.006485672355030909,-0.007823284770592959,-0.06799163693247855,-0.0138102666680296,-0.03365098405621926,-0.15673011904173076,-0.04549624349575573,-0.10530374055225172,0.3811195062336504,-0.06035369496994345,0.14052855916998283,-0.025262669326259625
domain_@icloud.com,0.0022322438766422,0.00592855471205908,-0.011881031378530964,-0.008490851384264806,-0.01659601385858981,0.006087599015423606,0.004904099798884458,0.008686006411428578,0.05718023066443367,0.05891376852681008,0.05722069162625795,-0.030042156746852726,-0.029823928169959466,-0.030259597812553853,-0.012437444658795697,-0.014133462896141265,-0.012303456523451271,-0.004410284772894442,-0.0021959269960875236,-0.2206828286961646,-0.024159736628745855,1.0,-0.005776528112144473,-0.005606045676233191,-0.002659701723661668,-0.0032082416209131695,-0.02788261016665953,-0.0056634359632322575,-0.013799892347008914,-0.05196419552576581,0.03285998479200407,0.0180472324781676,-0.0039657048991241775,0.02625061899672317,-0.017124231992582794,0.008911797133349626
domain_@live.com,0.0013014827199179365,0.003456571924145106,-0.011193557674907272,0.02900708866555204,-0.015677125358631076,-0.01407257158160932,0.008383634664218024,-0.00028366925122932793,0.027596720695434365,0.03214653711572187,0.026425074209067617,-0.008740327044380864,-0.007293996382245632,-0.010230494285638929,-0.0008319677791684114,-0.002255432270381273,-0.004621475068151729,0.0025958618946095684,-0.001280308603154222,-0.12866644685908973,-0.014086041435265543,-0.005776528112144473,1.0,-0.0032685369421511833,-0.0015507068334708722,-0.0018705263679439721,-0.01625661770103784,-0.003301997652957798,-0.008045859869653525,-0.032367280816207045,0.01858902283320785,-0.024968974635254604,0.025324633600378635,-0.015446051923247446,0.06997419764530736,0.0010098005521440062
domain_@outlook.com,0.00126307211408914,0.0033545582595208867,-0.001614521552405986,0.040824272588775405,-0.006421998863825955,-0.005614602739622155,-0.00117752404203905,0.012364293284028445,0.0209418190530738,0.02588056345558582,0.021229459584435364,0.002476573659990795,0.0036847208781957876,0.005675491514031268,-0.004979758197274853,-0.004158914134632978,-0.004415040493985289,0.0014356346065620043,-0.0012425229081604173,-0.1248691193203651,-0.013670320675403896,-0.005606045676233191,-0.0032685369421511833,1.0,-0.001504940886657845,-0.001815321600402812,-0.015776836813386683,-0.003204545932427486,-0.007808402739190368,-0.03328290776406637,-0.00041606751451357893,-0.009374685347513309,0.04982244503226475,-0.016823403739020124,0.025510264236949354,0.01670116150361814
domain_@qq.com,0.0005992450423987569,0.0015915183179444532,0.04313847270713978,0.02860555840263306,-0.008128494613454789,-0.0032700274673741403,-0.004523881719442711,0.06614435280180431,0.0031279080432036386,0.003909057234108748,0.004769964794885254,0.03788371286760629,0.03971224580417605,0.033886638947432275,-0.0077216730023198085,-0.009087206548832636,-0.009854198499487009,-0.006429715913166289,-0.0005894957892572806,-0.059242223675782024,-0.006485672355030909,-0.002659701723661668,-0.0015507068334708722,-0.001504940886657845,1.0,-0.0008612512755749118,-0.007485076378229137,-0.0015203472879588408,-0.003704575992402144,-0.012855679578823047,0.029682277998653618,-0.005288274254048891,-0.008474709637098976,-0.0042362693987058634,0.0015427824616746368,-0.0012497951505732626
domain_@rocketmail.com,0.0007228340189602912,0.001919754859220707,0.005158681779441449,0.006494553649088409,0.0014514821199441098,-0.008027840921067784,0.010509698752947903,0.006531067044660723,0.012271871701080964,0.014998680694107406,0.013583611991076806,-0.0009502230398932057,0.0014152502670273656,0.00364503892584154,-0.004524444200494056,-0.0028502184893146394,0.00040699530115697073,-0.005107014067266032,-0.0007110740688045128,-0.07146040701526575,-0.007823284770592959,-0.0032082416209131695,-0.0018705263679439721,-0.001815321600402812,-0.0008612512755749118,1.0,-0.009028807011993299,-0.0018339054353637908,-0.004468611942798653,0.01711780047858861,0.009527147582630992,-0.012928520033857416,-0.006398899308929063,-0.010202253840461233,-0.0061259496514539874,-0.005746730246430641
domain_@yahoo.com,-0.027140121455355895,0.00826941377189764,-0.004642568882975899,0.07992812965198538,-0.022086976529763134,0.010700213704070724,-0.006042240589057685,-0.031206053983118813,0.007974843478935418,0.008467497645859936,0.008380414524409739,0.03468921714784183,0.03131428075504225,0.029939037069000442,0.04139083237743484,0.04699374950843349,0.04540452287146297,-0.012979163510011016,-0.006179896467531551,-0.6210575469644307,-0.06799163693247855,-0.02788261016665953,-0.01625661770103784,-0.015776836813386683,-0.007485076378229137,-0.009028807011993299,1.0,-0.01593834766166701,-0.03883640308599492,-0.00011070420376940497,-0.009513915354131567,-0.07850918067822804,-0.07375621021000527,0.10141898963544706,0.037970731669590786,0.1249152728515857
domain_@ymail.com,-0.01147967841580097,0.003388899588933289,-0.0004120132425145385,0.0014530459164537948,0.009786774263339735,-0.0031156453527560134,0.0010277978730581434,0.000993606830977603,-0.006823933863353359,-0.014924918539834806,-0.01706633107637368,0.005611593236084526,0.01217036014754078,0.013417524893563633,0.00263941818792205,0.0022878593503615403,0.003828276676427712,0.012857633624084795,-0.0012552428805638924,-0.12614743116574306,-0.0138102666680296,-0.0056634359632322575,-0.003301997652957798,-0.003204545932427486,-0.0015203472879588408,-0.0018339054353637908,-0.01593834766166701,1.0,-0.007888339025847778,0.04217923087895236,-0.007336786452594174,-0.025222048573594467,-0.021902647202559362,-0.01701601400673737,0.004772971092897728,0.021292896286157915
domain_other,0.0031091896512363123,0.0022319266432409136,0.010831402251177636,0.04139445637975188,-0.029801064437416747,-0.02119818056095002,-0.0010572984952551055,-0.0014228534955002393,0.04249671938907889,0.04077339284079771,0.04049166428172682,-0.00011941660432764199,-0.0008049970839085969,0.00038272315455367017,-0.004503021819304815,0.007890821771990525,0.01833344046994221,-0.01542663176133981,-0.003058605541511097,-0.3073789447326748,-0.03365098405621926,-0.013799892347008914,-0.008045859869653525,-0.007808402739190368,-0.003704575992402144,-0.004468611942798653,-0.03883640308599492,-0.007888339025847778,1.0,-0.05568357999807938,-0.0017771247173667519,0.0019301498749295589,0.006010228659120822,0.060946094160573935,0.0236903979487348,0.014603290103054613
country_code_1,-0.005190028886221646,0.03831694698780935,-0.03755559867828398,-0.12675727520660485,0.2906759093956133,-0.01757565617741188,-0.034588700647025836,0.02523959774461603,-0.1463440899219992,-0.17266896900524362,-0.17419142056545067,0.12303194027301725,0.133444679932722,0.1389882748668493,0.030711680570188006,0.03881547351023674,0.05012932426268677,0.02023454212125623,-0.015899358921486424,0.13378343758871503,-0.15673011904173076,-0.05196419552576581,-0.032367280816207045,-0.03328290776406637,-0.012855679578823047,0.01711780047858861,-0.00011070420376940497,0.04217923087895236,-0.05568357999807938,1.0,-0.3694737302968147,-0.3194715614127292,-0.277426826788346,-0.2281187048352565,-0.13697401792071767,-0.12849480922091325
country_code_2,-0.002758602168099841,0.028516184923485,-0.018135199938119028,0.035344710001157395,-0.040560107478868644,-0.08242202627766683,0.023880492763478468,0.02774828915228768,0.12180935030970179,0.16781655650586721,0.2055444781983047,-0.055188416658937256,-0.05952983061314016,-0.06572675610745593,-0.025886193524077648,-0.034148177799239336,-0.041638799028703925,-0.01595552348365832,0.03035250048307755,0.0200066461330277,-0.04549624349575573,0.03285998479200407,0.01858902283320785,-0.00041606751451357893,0.029682277998653618,0.009527147582630992,-0.009513915354131567,-0.007336786452594174,-0.0017771247173667519,-0.3694737302968147,1.0,-0.22725958703417912,-0.19735060551027916,-0.16227473402115922,-0.09743796477340283,-0.09140618698721198
country_code_3,0.00017804291689441735,0.017553283983587256,0.017095982956737133,-0.1300546170022852,0.0031280243759536043,0.14756450733422094,0.034110958990993714,0.02232272787891183,0.09005613215105868,0.0884730124687865,0.06430177339691387,-0.08661747688582956,-0.09671823521417731,-0.10195257950911407,-0.02891942880273565,-0.03906176248470104,-0.04874717653518674,0.006597237754036659,-0.00977953626011763,0.12450105128069025,-0.10530374055225172,0.0180472324781676,-0.024968974635254604,-0.009374685347513309,-0.005288274254048891,-0.012928520033857416,-0.07850918067822804,-0.025222048573594467,0.0019301498749295589,-0.3194715614127292,-0.22725958703417912,1.0,-0.17064245958010463,-0.14031352814698494,-0.08425134507407771,-0.07903586881832414
country_code_4,1.8544448643782708e-06,-0.1310927613839996,0.018657777752270545,0.2289747575965304,-0.09987490791630861,-0.021138683209146615,-0.019310031251104292,-0.04474153063214183,-0.019790063235403808,-0.020547686747957615,-0.033540726825119264,0.02550995658821039,0.03328727879187942,0.03659577742553674,0.015793791984827023,0.023636070959872548,0.023529104821266706,0.02953329508967453,-0.008492479581313115,-0.18951307622817992,0.3811195062336504,-0.0039657048991241775,0.025324633600378635,0.04982244503226475,-0.008474709637098976,-0.006398899308929063,-0.07375621021000527,-0.021902647202559362,0.006010228659120822,-0.277426826788346,-0.19735060551027916,-0.17064245958010463,1.0,-0.12184726771047835,-0.0731632675323781,-0.06863418512678585
country_code_5,0.007098567176115987,0.01790324322250489,0.030658789565349658,0.034963643119138035,-0.4010475284248979,-0.013078857529451865,-0.02396405872141563,-0.09100124483163813,-0.05718292399936518,-0.07925581377446664,-0.08689112651258935,0.009427047407976449,0.010481996940647909,0.014097317021600678,-0.0017528621540221514,-0.0012523974568202393,-9.650346481856643e-06,-0.12229128117791856,0.0006850032426427852,-0.0537806847409571,-0.06035369496994345,0.02625061899672317,-0.015446051923247446,-0.016823403739020124,-0.0042362693987058634,-0.010202253840461233,0.10141898963544706,-0.01701601400673737,0.060946094160573935,-0.2281187048352565,-0.16227473402115922,-0.14031352814698494,-0.12184726771047835,1.0,-0.060159682551924415,-0.05643557113701681
country_code_6,0.004262339067265659,0.009830774174394064,-0.0012551534508601623,0.029510780605764744,-0.031137970899539052,-0.03840930351412081,0.009870155337257502,0.023214431377642706,0.0890918570436723,0.09295269268640585,0.103417343615804,-0.036098758492022424,-0.042711070786438564,-0.04466816651573706,-0.011235408392296082,-0.014041039543631163,-0.015939482360180342,0.06481742568308695,0.01184283557791473,-0.13197671305232023,0.14052855916998283,-0.017124231992582794,0.06997419764530736,0.025510264236949354,0.0015427824616746368,-0.0061259496514539874,0.037970731669590786,0.004772971092897728,0.0236903979487348,-0.13697401792071767,-0.09743796477340283,-0.08425134507407771,-0.0731632675323781,-0.060159682551924415,1.0,-0.03388677372110661
country_code_7,0.0039984841913684385,0.004295062765757482,0.023126955985604963,0.009947207365786777,0.18524930385827929,0.02906404173077529,0.03259249061696766,0.031344903208382825,-0.03851887328404421,-0.03682963681918613,-0.04265041932463389,-0.04921904604065667,-0.05577246271276887,-0.05556900586015628,0.02271955145399893,0.028560113678352077,0.03602160959514679,0.04530009509135423,-0.003933431947609978,-0.08382822604071398,-0.025262669326259625,0.008911797133349626,0.0010098005521440062,0.01670116150361814,-0.0012497951505732626,-0.005746730246430641,0.1249152728515857,0.021292896286157915,0.014603290103054613,-0.12849480922091325,-0.09140618698721198,-0.07903586881832414,-0.06863418512678585,-0.05643557113701681,-0.03388677372110661,1.0
