,attr_2,attr_3,subject_line_length,last_open_day,last_login_day,last_checkout_day,open_count_last_10_days,open_count_last_30_days,open_count_last_60_days,login_count_last_10_days,login_count_last_30_days,login_count_last_60_days,checkout_count_last_10_days,checkout_count_last_30_days,checkout_count_last_60_days,weekday,domain_@163.com,domain_@gmail.com,domain_@hotmail.com,domain_@icloud.com,domain_@live.com,domain_@outlook.com,domain_@qq.com,domain_@rocketmail.com,domain_@yahoo.com,domain_@ymail.com,domain_other,country_code_1,country_code_2,country_code_3,country_code_4,country_code_5,country_code_6,country_code_7
login_count_last_30_days,0.008884436651288139,0.23068985082777185,-0.011088004445884946,-0.07581793410297315,-0.09610604757918494,-0.30841333127058523,0.05642692197142711,0.05438283708020594,0.05710195840284177,0.9403101571671526,1.0,0.9656499815303211,0.3564036288456121,0.4058407986249523,0.41016257010021784,0.008021224095840657,0.021931482992436566,-0.03761590244192459,0.02451767812158882,-0.017119818839382017,-0.008073046612988044,0.011522720174691,0.027587047713830727,0.002473164333608211,0.029107761622951034,0.014125665809402796,-0.009316954797764712,0.12505097570238663,-0.04346769131439501,-0.1128374285359387,0.04642777425756438,0.037725314554359846,-0.05384182171436621,-0.05997600774571127
login_count_last_60_days,0.007689227291713895,0.24158835804486062,-0.013980106417170355,-0.09822102364157154,-0.0967061371883607,-0.32165771180337766,0.05532382188388081,0.058273592337252725,0.06851027564511332,0.8935548081873551,0.9656499815303211,1.0,0.3398158895716397,0.3892020303835154,0.42813210117820877,0.0031311591433310967,0.026717401753683086,-0.03874232043217697,0.028469784362150617,-0.01715915774692756,-0.009874270704756103,0.011793826588712416,0.014144086829702552,0.004122730821448264,0.02948542188047223,0.015054901348619986,-0.007800835370464146,0.12810418915791666,-0.04860880192600228,-0.1164109119401025,0.04954771124175042,0.04398454508405794,-0.05597190389057253,-0.06157199679754807
checkout_count_last_10_days,0.008674191477907153,0.10415243183550832,0.010169574550155323,-0.0299979262742458,-0.045471770891748337,-0.18294820712406168,0.033344681153215816,0.029606553109301187,0.03313382488282049,0.39587891140225584,0.3564036288456121,0.3398158895716397,1.0,0.8708303764190407,0.7746630427767593,0.01174957566206338,-0.012971233730546277,-0.02403540229402532,0.014225764522253869,-0.004571214223590189,-0.005157013532196034,-0.005251163257176916,-0.02347468053915657,-0.0038420315572878934,0.040126673549512826,0.00802296950640971,-0.010293440959315909,0.035277791693798514,-0.022545854446561014,-0.03986674010600978,0.022145433372806327,0.012077120023343385,-0.021278333671788486,0.009857472767053078
checkout_count_last_30_days,0.007401752103098206,0.11376460590054747,0.013071751462912923,-0.03120397380124573,-0.05032309041008863,-0.20403539699303014,0.02708655283884119,0.02787649442359927,0.030240322072008916,0.3844642659800941,0.4058407986249523,0.3892020303835154,0.8708303764190407,1.0,0.9287577700258655,0.01794553134821024,-0.014262384162603746,-0.02457550729910891,0.012373631992063655,-0.00706383101453855,-0.004923165093176094,-0.006250728384053358,-0.026492423276859845,-0.0015948177041509117,0.039994155918657445,0.007433001837760075,-0.0022738686503599817,0.041379954656155835,-0.02834939574466787,-0.0503211234341995,0.03190835374945767,0.014568660252364881,-0.025140750306559028,0.012011485235907638
checkout_count_last_60_days,0.006676421809179316,0.12491815373229943,0.013781025436594116,-0.043881466314720854,-0.053132970090287036,-0.21619487293291664,0.023949862040335994,0.02767267073499357,0.03377440015305662,0.378079452351597,0.41016257010021784,0.42813210117820877,0.7746630427767593,0.9287577700258655,1.0,0.014432285487761362,-0.015330648548865032,-0.02817944137494917,0.015528084595261005,-0.0061070421440564465,-0.006671284801875676,-0.00478548033515804,-0.028156119827202356,0.0009332060500115244,0.03822231438621908,0.009035382115659811,0.0048583773585571775,0.05040618667007466,-0.03409786284179048,-0.05899821179706342,0.03291246466870441,0.017396040242100026,-0.02764575969787788,0.01653534198431083
weekday,0.03597444100052648,-0.006848906819181642,-0.05049172999390574,-0.038101699012899386,0.0019331286263434455,0.009384073771170667,0.05683908156726027,0.05160497693139353,0.045125015944860576,0.011113661420907996,0.008021224095840657,0.0031311591433310967,0.01174957566206338,0.01794553134821024,0.014432285487761362,1.0,-0.01477839322592156,0.0005184869926163691,0.008596909049895936,-0.0013443376193255528,0.00365429183344877,0.006427133982665898,-0.004076285137761148,-0.004428570280807608,-0.006066631207493896,0.011417172988336523,-0.004156260946956695,0.020748506226503507,-0.03573941102399571,0.00026666351198394525,0.028929971424891236,-0.1092112113392655,0.08155403220325617,0.04206608885215211
domain_@163.com,-0.002492695725542456,-0.023130292506628986,-0.002228814374334274,-0.010088903744445963,-0.0033427928831616634,0.07492587703129357,0.008887910579048936,0.022311361654633426,0.02927255309387821,0.01844285279393446,0.021931482992436566,0.026717401753683086,-0.012971233730546277,-0.014262384162603746,-0.015330648548865032,-0.01477839322592156,1.0,-0.09124090619094678,-0.010251228196264622,-0.003838846272570139,-0.002415221565763991,-0.0027455442269081563,-0.003189662359824857,-0.001215454504387987,-0.01199534167915607,-0.0022320708726544596,-0.0064179342447930315,-0.00526175711217125,0.04414872689954916,-0.019689877181909458,-0.015407505044417015,-0.00982322552779002,0.001970646938989151,-0.002391585497724167
domain_@gmail.com,0.038176883903436556,0.023941173525580027,0.054962854760048474,0.022375658692415566,0.0010448397527024686,-0.002594837309827365,-0.0779757110852549,-0.08310125671529076,-0.07827869425158533,-0.03732405901867606,-0.03761590244192459,-0.03874232043217697,-0.02403540229402532,-0.02457550729910891,-0.02817944137494917,0.0005184869926163691,-0.09124090619094678,1.0,-0.5191400770710505,-0.19440587134068832,-0.12231103296039529,-0.13903914870184492,-0.16153006562855463,-0.061552736218723106,-0.6074650261014285,-0.11303596239166126,-0.32501538495647014,0.12435376484944662,-0.00034331409409548406,0.1351123119538138,-0.1609779243087357,-0.03517390969612423,-0.13793361236818472,-0.07997684588019373
domain_@hotmail.com,-0.07665990051172455,0.007311601197695916,-0.05807228138804759,-0.02396636167871372,0.0004134381323885186,-0.049545754066031275,0.04824101850118991,0.05251485923723703,0.04835069737423596,0.02306323294280817,0.02451767812158882,0.028469784362150617,0.014225764522253869,0.012373631992063655,0.015528084595261005,0.008596909049895936,-0.010251228196264622,-0.5191400770710505,1.0,-0.02184216524150018,-0.013742063315008124,-0.015621524391437136,-0.01814845591132173,-0.006915660655150767,-0.06825077548853051,-0.012699977381159666,-0.036516591270134284,-0.14594180331387607,-0.03274753785678466,-0.10836065356847005,0.3485369920412134,-0.061090107290097534,0.13807992604500022,-0.0334225828476465
domain_@icloud.com,0.004597734848746823,0.01007833194213974,-0.013696400444313325,-0.0028188371461282885,0.004101205069554964,0.0010284870882867256,0.043971091552975086,0.04290167029453785,0.04075394208970921,-0.016895662899921723,-0.017119818839382017,-0.01715915774692756,-0.004571214223590189,-0.00706383101453855,-0.0061070421440564465,-0.0013443376193255528,-0.003838846272570139,-0.19440587134068832,-0.02184216524150018,1.0,-0.005146082744832155,-0.0058498971570773535,-0.006796174174835676,-0.0025897538928965997,-0.025558326287177868,-0.004755845826274604,-0.013674613187823526,-0.04111633906821961,0.01381082818228776,0.010565891061615328,0.006265936386039013,0.03379258100642458,-0.014358216460606981,0.00498559356890785
domain_@live.com,0.0028926785736974056,-0.00644437576854937,-0.01192275716763487,-0.012124021041791139,0.0013773407071061847,-0.0033164974044504734,0.01845905306926378,0.020989659904439496,0.019837187383629058,-0.008299343730551767,-0.008073046612988044,-0.009874270704756103,-0.005157013532196034,-0.004923165093176094,-0.006671284801875676,0.00365429183344877,-0.002415221565763991,-0.12231103296039529,-0.013742063315008124,-0.005146082744832155,1.0,-0.0036804802193407494,-0.004275833223412091,-0.0016293513748831603,-0.016080097104850807,-0.0029921545661157675,-0.008603423614746534,-0.02625443044594272,0.01664381426195106,-0.024548922163351215,0.012896097480689013,-0.016393431604722085,0.07578251560307352,-0.007750846750198329
domain_@outlook.com,0.003288301607961873,-0.01657854901629864,-0.003218489187438733,-0.001123903268923418,-0.00041223319496661655,0.03308439997159092,0.04164339512374666,0.040122488906625856,0.032973512432470244,0.010773261636749722,0.011522720174691,0.011793826588712416,-0.005251163257176916,-0.006250728384053358,-0.00478548033515804,0.006427133982665898,-0.0027455442269081563,-0.13903914870184492,-0.015621524391437136,-0.0058498971570773535,-0.0036804802193407494,1.0,-0.004860626200161578,-0.0018521929103030796,-0.018279324100211908,-0.003401382635629783,-0.009780088241969563,-0.025935857954714453,0.011427822035622565,-0.014157489061301565,0.02918800570241724,-0.01840628246105125,0.033006453005133884,0.005544089892312003
domain_@qq.com,0.0011832457353034688,-0.06408884573953977,-0.01030724373018613,-0.013079236596987813,-0.008778410376663905,0.13571415105464651,0.01669248478613798,0.02262365166202355,0.01881287245348241,0.0305346853426754,0.027587047713830727,0.014144086829702552,-0.02347468053915657,-0.026492423276859845,-0.028156119827202356,-0.004076285137761148,-0.003189662359824857,-0.16153006562855463,-0.01814845591132173,-0.006796174174835676,-0.004275833223412091,-0.004860626200161578,1.0,-0.0021518028925694792,-0.021236180234934936,-0.003951588926498374,-0.011362111393222043,-0.020451508461154035,0.08053356106393976,-0.023649613300305333,-0.018462456481844913,-0.02140408296074109,-0.004628842655178958,-0.004657967264555877
domain_@rocketmail.com,0.0014557336072079981,0.007782827577621971,0.011829061727060523,-0.007152233988715962,0.006446938505954724,0.005638479261870734,0.008829912581251558,0.010456817559705891,0.009162506323674734,0.0006855284931202816,0.002473164333608211,0.004122730821448264,-0.0038420315572878934,-0.0015948177041509117,0.0009332060500115244,-0.004428570280807608,-0.001215454504387987,-0.061552736218723106,-0.006915660655150767,-0.0025897538928965997,-0.0016293513748831603,-0.0018521929103030796,-0.0021518028925694792,1.0,-0.008092270595039032,-0.0015057946636205775,-0.0043296524567041405,0.010038526250557527,0.0060849602295119185,-0.012368347537238976,-0.006664598691783609,-0.008876878048472245,-0.0034543463403345688,0.016002531359587065
domain_@yahoo.com,0.008343140327454644,-0.008297595344731047,-0.011016340898633408,0.012096164346496767,-0.0015183779832228207,-0.031953694363244155,0.0037547609208333486,0.003196598037995173,0.0038049107372568067,0.031102324349095285,0.029107761622951034,0.02948542188047223,0.040126673549512826,0.039994155918657445,0.03822231438621908,-0.006066631207493896,-0.01199534167915607,-0.6074650261014285,-0.06825077548853051,-0.025558326287177868,-0.016080097104850807,-0.018279324100211908,-0.021236180234934936,-0.008092270595039032,1.0,-0.014860713768907682,-0.042729415525281596,-0.0033860515533637573,-0.007219649574320406,-0.07888413148771356,-0.07509972664538381,0.08963976410253183,0.03755113032162894,0.13451027593431775
domain_@ymail.com,0.002673321437598077,0.0038223575928349415,0.006116560711077097,-0.00733223757439489,-0.0020899701940122295,-0.010606551030625482,-0.00037923497485698604,-0.004698485970568303,-0.005336049758414915,0.009237270866796586,0.014125665809402796,0.015054901348619986,0.00802296950640971,0.007433001837760075,0.009035382115659811,0.011417172988336523,-0.0022320708726544596,-0.11303596239166126,-0.012699977381159666,-0.004755845826274604,-0.0029921545661157675,-0.003401382635629783,-0.003951588926498374,-0.0015057946636205775,-0.014860713768907682,1.0,-0.007951010179666653,0.024898342908567034,-0.0014273338814936756,-0.020400384407039226,-0.019968235977359212,-0.01360689694312665,0.020759736552637117,0.014172610413598949
domain_other,-0.0016442391155678602,-0.018792921695559475,-0.017368723261108877,-0.021965766087538224,0.0013982044358639117,0.03859360119453908,0.05614589734461533,0.05850946446008607,0.05665253359483095,-0.00949035127964825,-0.009316954797764712,-0.007800835370464146,-0.010293440959315909,-0.0022738686503599817,0.0048583773585571775,-0.004156260946956695,-0.0064179342447930315,-0.32501538495647014,-0.036516591270134284,-0.013674613187823526,-0.008603423614746534,-0.009780088241969563,-0.011362111393222043,-0.0043296524567041405,-0.042729415525281596,-0.007951010179666653,1.0,-0.04303734643219473,-0.009558437620864836,-0.006218950882811357,0.012034477195453077,0.04059743813539509,0.03755307620713811,0.01282519978771635
country_code_1,0.030918449508336034,0.04309606015045559,0.2816195948217302,0.01497935007423124,-0.03204916706894385,0.016856133728254744,-0.13890180607029629,-0.1595655069247395,-0.1609553521444379,0.11578973522842677,0.12505097570238663,0.12810418915791666,0.035277791693798514,0.041379954656155835,0.05040618667007466,0.020748506226503507,-0.00526175711217125,0.12435376484944662,-0.14594180331387607,-0.04111633906821961,-0.02625443044594272,-0.025935857954714453,-0.020451508461154035,0.010038526250557527,-0.0033860515533637573,0.024898342908567034,-0.04303734643219473,1.0,-0.3445165278822704,-0.313139263165878,-0.2563345652289487,-0.20926519292534615,-0.15633846712150895,-0.13532924273682007
country_code_2,0.023025381939168567,-0.007254062850450851,-0.04987877628600604,-0.07932334940244441,-0.0036790212533009156,0.01776865283196858,0.09519843093701212,0.138907024330707,0.17528224799295375,-0.03941825740083115,-0.04346769131439501,-0.04860880192600228,-0.022545854446561014,-0.02834939574466787,-0.03409786284179048,-0.03573941102399571,0.04414872689954916,-0.00034331409409548406,-0.03274753785678466,0.01381082818228776,0.01664381426195106,0.011427822035622565,0.08053356106393976,0.0060849602295119185,-0.007219649574320406,-0.0014273338814936756,-0.009558437620864836,-0.3445165278822704,1.0,-0.2367432562611427,-0.1937970954234689,-0.15821115082886766,-0.11819686043528285,-0.10231321766885185
country_code_3,0.012742487069973097,-0.024028667029607004,0.004066092054737425,0.1288215792619709,0.025283317693575932,0.07817676532684897,0.09382155708076076,0.09073709489589087,0.06666793886809655,-0.10308223608457022,-0.1128374285359387,-0.1164109119401025,-0.03986674010600978,-0.0503211234341995,-0.05899821179706342,0.00026666351198394525,-0.019689877181909458,0.1351123119538138,-0.10836065356847005,0.010565891061615328,-0.024548922163351215,-0.014157489061301565,-0.023649613300305333,-0.012368347537238976,-0.07888413148771356,-0.020400384407039226,-0.006218950882811357,-0.313139263165878,-0.2367432562611427,1.0,-0.17614678760840727,-0.1438018765012366,-0.10743193661207809,-0.09299491606334469
country_code_4,-0.10894191803259876,0.018495602889801486,-0.09698081426922306,-0.043051129786020645,-0.00035266191495804205,-0.07849311202911559,-0.011727905223748213,-0.016975282743471907,-0.03008526702642596,0.038769937176845154,0.04642777425756438,0.04954771124175042,0.022145433372806327,0.03190835374945767,0.03291246466870441,0.028929971424891236,-0.015407505044417015,-0.1609779243087357,0.3485369920412134,0.006265936386039013,0.012896097480689013,0.02918800570241724,-0.018462456481844913,-0.006664598691783609,-0.07509972664538381,-0.019968235977359212,0.012034477195453077,-0.2563345652289487,-0.1937970954234689,-0.17614678760840727,1.0,-0.11771564868429911,-0.08794335940072971,-0.07612527134612948
country_code_5,0.015062907579205571,0.029258891595016216,-0.3931029811739878,-0.016921196610541034,0.013981046754284509,-0.12018082628278894,-0.05108964789601849,-0.07368914514031256,-0.08088278670767152,0.03433924664492172,0.037725314554359846,0.04398454508405794,0.012077120023343385,0.014568660252364881,0.017396040242100026,-0.1092112113392655,-0.00982322552779002,-0.03517390969612423,-0.061090107290097534,0.03379258100642458,-0.016393431604722085,-0.01840628246105125,-0.02140408296074109,-0.008876878048472245,0.08963976410253183,-0.01360689694312665,0.04059743813539509,-0.20926519292534615,-0.15821115082886766,-0.1438018765012366,-0.11771564868429911,1.0,-0.07179478138282255,-0.062146786877899055
country_code_6,0.009980851143553134,-0.07356631857141557,-0.04199172269878875,-0.04459072950728652,0.001127497616946636,0.024067668743345913,0.07589421349106223,0.07955274875370673,0.09153342882686978,-0.047913628989512395,-0.05384182171436621,-0.05597190389057253,-0.021278333671788486,-0.025140750306559028,-0.02764575969787788,0.08155403220325617,0.001970646938989151,-0.13793361236818472,0.13807992604500022,-0.014358216460606981,0.07578251560307352,0.033006453005133884,-0.004628842655178958,-0.0034543463403345688,0.03755113032162894,0.020759736552637117,0.03755307620713811,-0.15633846712150895,-0.11819686043528285,-0.10743193661207809,-0.08794335940072971,-0.07179478138282255,1.0,-0.04642880768264506
country_code_7,0.0061019621304063175,-0.03174507593854672,0.21087334111413644,0.025270171872781435,0.013570278834141612,0.05134346747040337,-0.04300369644808373,-0.04097341499160826,-0.0469077931531029,-0.05412703070032619,-0.05997600774571127,-0.06157199679754807,0.009857472767053078,0.012011485235907638,0.01653534198431083,0.04206608885215211,-0.002391585497724167,-0.07997684588019373,-0.0334225828476465,0.00498559356890785,-0.007750846750198329,0.005544089892312003,-0.004657967264555877,0.016002531359587065,0.13451027593431775,0.014172610413598949,0.01282519978771635,-0.13532924273682007,-0.10231321766885185,-0.09299491606334469,-0.07612527134612948,-0.062146786877899055,-0.04642880768264506,1.0
